id,slug,sources,verdict_mini,confidence_mini,verdict_4o,confidence_4o,final_verdict,unsupported_count,contradicted_count,reasoning,wiki_url,ol_id
12421,falsafah-ke-arah-menyelesaikan-masalah-hidup-menurut-islam,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12423,saddam-bela-islam,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12424,bila-tabir-buluh-terbuka,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12422,serban-dan-jubah-pakaian-islam,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12425,love-and-care-the-key-to-universal-unity,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12426,khutbah-aidiladha-1413-hijrah-eidul-adha-sermon-1413-hegira,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12427,siri-terkini-era-kasih-sayang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12429,isu-arqam-pm-siri-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12428,1415-hijrah-menuju-kejayaan-yang-dijanjikan-perutusan-khas-tahun-baru-hijrah-1415,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12430,isu-arqam-pusat-islam-siri-3-4-12-21-22-25-27-dan-28,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12431,dialog-abuya-pusat-islam-sessi-01-sessi-02-dan-sessi-03,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12433,siri-5-tamrin-ghafar-mp-kenyataan-akhbar,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12432,isu-ak-arqam-siri-6-7-8-9-10-11-13-14-15-19-20-23-30-32-33-34-35-dan-siri-36,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12434,kenapa-timbul-kontroversi-syahadah-aurad-muhammadiah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12435,pertandingan-satu-lawan-satuabuya-iman-ashaari-vs-dr-mahathir,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12436,al-arqam-group-of-companies-pamplets,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12437,25-years-of-darul-arqam-the-struggle-of-abuya-sheikh-imam-ashaari-muhammad-at-tamimi-pamplet,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12438,gelora-hidup,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12439,nikmat-hidup-kota-raya,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12440,tangkap-basah-dakapan-dosa,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12442,motley-crue,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12443,heavy-bones,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12441,babes-in-toyland-fontanelle,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12444,savatage-edge-of-thorns,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12445,testament-return-to-the-apocalyptic-city,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12446,w-a-s-p-first-blood-last-cuts,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12448,warner-music-rock-too-hot-to-handle,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12447,marxisya-naathigam-marxist-athesism,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12449,mutiara-taman-wangi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12451,cik-pencuri-miss-thief,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12452,mingguan-pop-features,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12453,percintaan-pasangan-the-lustful-couple,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12450,bacaan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12454,percintaan-malam-pertama-first-night-love,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12455,dunia-yang-indah-wonderful-world,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12456,ciuman-larut-malam-midnight-kiss,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12457,majalah-cinta-love-biweekly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12458,mata-tengah-malam-midnight-eye,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12459,cerita-seks-dissolute-story,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12460,bunga-tuberose-tuberose,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12461,koleksi-gambar-gambar-ellen-chen-collection-of-ellen-chens-photos,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12462,koleksi-cerita-cerita-ajaib-fabulous-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12464,dunia-berdua-duaan-a-world-of-two-persons,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12463,godaan-yang-kuat-great-charms,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12465,wanita-hong-kong-yang-beremah-spicery-hong-kong-lady,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12466,api-membara-flame,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12468,cerita-ghairah-amorous-story,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12467,suami-impian-ideal-husband,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12469,perempuan-yang-gilakan-seks-lascivious-women,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12470,gadis-berbau-harum-fragrant-lady,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12471,perempuan-gatal-lustful-maid,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12472,mimpi-musim-bunga-dream-of-spring,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12473,permata-gemilang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12474,panduan-ringkas-mengenai-seks-pocket-sex-guide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12476,gadis-lawa-di-kelab-malam-beautiful-lady-in-night-club,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12475,simpang-nafsu-desire-junction,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12477,berpeluk-pelukan-embracing,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12478,godaan-temptation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12479,women-on-women-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12480,hustle-volume-15-number-8-february,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12481,genesis-january-1990,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12482,adik-beradik-baru-new-sisters,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12483,kisah-gadis-ibu-kota-city-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12484,maksiat-sins,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12485,kisah-seks-bintang-filem-sex-story-of-a-film-star,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12486,kisah-musim-bunga-beautiful-spring,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12487,kisah-dunia-keluaran-khas-world-story-special-edition,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12488,perempuan-gasang-wanton-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12489,kelab-kaki-perempuan-playboy-club,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12490,pesolek-hangat-hot-girl-beautician,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12491,cerita-hantu-ghost-story,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12492,mingguan-kekasih-lovers-weekly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12494,refleksi-pembaharuan-pemikiran-islam-70-tahun-harun-nasution,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12493,hero-cholikkul-enna-irukku,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12495,big-4-vol-ii-no-5,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12497,the-five-doors,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12496,x-10-vol-1,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12498,amanat-rasulullah-s-a-w,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12499,iqra,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12501,gadis-berdada-besar-the-girl-with-big-bosom,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12500,muzik-untuk-orang-dewasa-jld-1-2-3-music-for-adults-vol-1-2-3,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12502,anak-dara-yang-miang-lewd-virgin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12503,dataran-kegembiraan-joyous-square,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12504,catatan-ajaib-record-of-strange-events,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12505,pasang-perbani-spring-tide,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12507,majalah-gembira-joy-magazine,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12506,gadis-jelita-yang-menukar-jantina-a-sex-changed-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12508,majalah-dunia-world-magazine,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12509,laporan-eksklusif-exclusive-report,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12510,gadis-lacur-erotic-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12511,genit-coquette,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12512,gadis-miang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12513,gadis-jelita-beautiful-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12514,gadis-hangat-95-95-hot-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12515,mingguan-dunia-world-weekly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12516,percintaan-di-tahun-baru-love-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12517,ombak-panas-hot-wave,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12518,mengintai-melalui-lubang-kunci-peeping-through-the-key-hole,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12520,bujang-dan-janda-bachelor-and-widow,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12519,catatan-rahsia-perempuan-terkenal-private-record-of-a-famous-lady,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12522,keseronikan-di-tepi-katil-bedside-strange-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12521,kisah-cemburu-jealous-love-affair,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12523,playboy,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12524,cerita-cerita-lucah-lewd-stories,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12525,kutipan-cerita-jenaka-lelaki-dan-perempuan-collection-of-humorous-jokes,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12526,wanita-molek-yang-tak-normal-an-abnormal-beautiful-lady,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12527,no-1-abalone,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12528,kupu-kupu-butterfly,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12529,kisah-seorang-gadis-yang-miang-stories-of-a-lewd-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12531,cerpen-tentang-seorang-wanita-yang-hebat-short-stories-of-a-lewd-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12530,maksiat-vices,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12532,miang-lascivious,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12533,seni-fotografi-badan-manusia-photography-of-human-body,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12534,30-years-for-the-motherland-blowing-out-the-southern-flame-and-the-communist-partyof-malaya-crm,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12535,the-koran-complete-dictionary-literal-translation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12536,katakanlah-ya-muhammad,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12537,rahsia-mengenal-diri,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12538,intan-istana-khalifah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12539,kamal-ataturk-ideologi-dan-kesannya-ke-atas-rakyat-turki,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12541,sejarah-nabi-zulkifli,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12540,karma-akhirat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12542,riwayat-nabi-yunus-a-s,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12544,riwayat-siti-asiah-dan-masyitoh,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12543,riwayat-bilal,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12545,riwayat-nabi-musa-a-s-dan-qarun,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12546,adam-dan-hawa,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12547,riwayat-nabi-sulaiman-a-s-dengan-burung-garuda,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12549,abrahah-raja-terkutuk,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12548,kisah-alqomah-kutukan-seorang-ibu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12551,hari-pembalasan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12550,bangkit-dari-kubur,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12552,rasul-allah-kedatangan-iblis,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12553,dajjal-nabi-palsu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12555,lelaki-misteri,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12557,pejuang-wanita,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12554,kisah-nabi-musa-a-s,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12556,kutu-embun,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12558,bom-kasut-tumit-tinggi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12559,ooeru-gumi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12560,anbaran-suzon,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12561,wanita-pejabat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12562,teman-18,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12563,pembelaan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12564,mujarobat-besar-dan-lengkap,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12565,taqwa-bekalan-menuju-akhirat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12566,pedoman-fardhu-ain-buku-1-2,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12567,keramat-wali-wali,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12568,mayat-bertukar-bangkai-khinzir,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12569,pendekar-lelaki,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12571,jeritan-wao-itsusei,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12570,peperangan-patriotik,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12572,pencuri-yang-bernama-tao-si-lang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12574,cintaiku-dengan-penuh-mesra,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12575,big-playman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12576,cerita-hantu-hao-yi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12573,offered,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,OL8830957M
12577,lelaki-yang-dahagakan-seks,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12578,perempuan-yang-dahagakan-seks,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12579,percintaan-yang-hidup-semula,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12580,mimpi-seorang-perempuan-simpanan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12581,blue-butterfly-fish,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12582,yoshiwara-night,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12583,yokohama-homeros,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12584,mahou-de-sudden-death,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12585,kelab-tidak-bermoral,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12586,sweet-temptation,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12587,tukang-jahit-coli-yang-handal,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12588,moonlight-magic,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12589,crazy-girl,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12590,arnab,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12591,conspiracies-against-the-quran,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12593,after-imam,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12592,lore-of-light-stories-from-the-live-of-the-prophets,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12594,cabaran-mujahid-akhir-zaman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12595,kuliah-agama-murtad-siri-kedua-menurut-perlembagaan-negara,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12596,kitab-ilmu-perubatan-kesufian,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12597,setiap-bidah-menyesatkan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12598,persoalan-bidah-dan-percanggahannya,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12600,mujarrobat-melayu,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12599,intipati-rahsia-sembahyang,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12601,kasful-al-ghaibiyah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12602,mengenal-lelaki,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12603,aku-percaya-akan-penglihatan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12604,al-kitab-dan-ilmu-pengetahuan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12605,analisa-al-kitab,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12606,apakah-yesus-itu-anak-allah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12607,bagaimana-anda-bisa-disembuhkan-atau-segala-yang-berhubung-dengan-kesembuhan-ilahi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12608,baptisandan-koruniarohul-kudus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12609,bukan-sekedar-jumlah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12610,dimensi-ke-empat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12611,kamus-al-kitab,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12612,ucapan-baru,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12613,tubuhku-hidupku,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12614,tanda-tanda-kedatangan-kristian,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12615,kedatangan-kristus-yang-kedua-kali,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12616,keajaiban-anugerah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12618,peta-zaman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12617,kebutuhan-utama-orang-beriman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12619,konkordansi-al-kitab,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12620,kehidupan-yang-penuh-kemenangan-di-dalam-kristus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12621,pertanyaan-anda-terjawab,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12622,manusia-dalam-tiga-dimensi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12623,persepuluh-10,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12624,korban-kaabah-imamat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12625,mengenal-korunia-korunia-roh-kudus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12626,meruntuhkan-benteng-benteng-pertahanan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12627,orang-kristian-sebagai-pembawa-doa-syaffat,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12628,nama-yesus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12629,mengapa-al-kitab-disebut-firman-allah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12630,kesembuhan-adalah-hak-mutlak-kita,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12631,kewibawaan-orang-beriman,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12632,hati-yang-berkenaan-kepada-allah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12633,kuasa-kerana-doa,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12634,keseimbangan-dalam-pelayaran-kristen,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12635,maju-tiga-langkah-mundur-dua-langkah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12636,penginjilan-dan-pelayanan-pribadi,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12637,tanggalkan-topeng-anda,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12638,perencana-dan-pemimpin,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12639,saat-untuk-bersorak,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12640,temperamen-yang-diubahkan,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12641,bagaimana-kita-patut-berdoa,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12642,penuntut-ke-dalam-perjanjian-baru,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12643,tafsiran-kejadian,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12644,teologi-kekinian,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12645,tafsiran-injil-yohanes,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12646,yesus-usang-mesias,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12648,berkerjasama-dalam-membangun,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12649,khotbah-masa-kini,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12647,bagaimana-berkhutbah-jenis-exsposotori,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12650,marilah-yang-berlelah,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
12651,perumpamaan-perumpamaan-tuhan-yesus,none,UNVERIFIABLE,,,,UNVERIFIABLE,0,0,No external source resolved,,
